date,thu,tinh,ngay_text,ky_hieu,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2024-01-24,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/01/2024,8EZ-18EZ-4EZ-11EZ-9EZ-16EZ-6EZ-14EZ,61,29,7,74,95,56,6,16,2,49,3,20,36,90,9,25,43,89,38,8,24,31,81,57,22,11,69
2024-01-25,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/01/2024,4FA-18FA-5FA-2FA-20FA-3FA-6FA-13FA,75,14,4,41,39,27,66,17,58,90,79,48,93,81,61,99,6,25,1,53,12,35,27,56,24,57,42
2024-01-26,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/01/2024,20FB-10FB-1FB-7FB-5FB-8FB-2FB-6FB,47,97,18,99,60,48,44,96,7,88,59,68,11,38,23,47,79,91,52,42,47,33,18,58,56,20,6
2024-01-27,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/01/2024,6FC-5FC-1FC-16FC-17FC-4FC-8FC-19FC,79,21,37,95,15,37,91,40,80,72,70,70,23,76,94,17,24,20,16,68,49,31,91,27,75,91,10
2024-01-28,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/01/2024,19FD-14FD-9FD-11FD-7FD-20FD-17FD-5FD,74,11,84,16,3,86,2,78,16,0,10,45,78,51,96,28,43,79,26,89,21,38,53,87,65,49,41
2024-01-29,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/01/2024,11FE-3FE-17FE-2FE-18FE-15FE-5FE-1FE,46,71,41,43,89,52,12,14,35,89,71,74,14,9,12,38,54,50,11,65,56,32,99,81,83,9,85
2024-01-30,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/01/2024,16FG-19FG-15FG-4FG-7FG-12FG-3FG-8FG,24,56,56,65,63,3,53,36,46,53,56,88,96,41,32,83,11,57,71,90,21,94,60,38,26,83,95
2024-01-31,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/01/2024,9FH-19FH-4FH-20FH-11FH-3FH-14FH-12FH,66,27,31,44,76,99,0,37,51,63,67,50,97,66,36,86,69,40,40,51,96,25,66,68,53,82,27
2024-02-01,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/02/2024,11FK-19FK-14FK-20FK-16FK-18FK-4FK-9FK,44,82,59,42,1,87,92,70,28,28,92,18,77,62,54,16,80,54,79,84,15,86,44,32,61,77,99
2024-02-02,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/02/2024,14FL-2FL-17FL-20FL-13FL-1FL-9FL-16FL,74,76,71,80,63,97,42,35,8,90,84,18,84,2,51,67,31,96,77,94,55,39,80,93,55,68,5
2024-02-03,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/02/2024,10FM-7FM-13FM-18FM-4FM-9FM-1FM-12FM,89,69,80,35,42,93,65,62,41,84,21,33,16,58,22,97,14,65,92,41,36,19,42,12,35,88,18
2024-02-04,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/02/2024,6FN-2FN-1FN-20FN-15FN-18FN-13FN-11FN,0,68,98,42,51,97,33,61,66,14,78,20,12,14,34,78,64,59,81,87,46,27,56,44,4,97,41
2024-02-05,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/02/2024,7FP-1FP-6FP-17FP-12FP-2FP-14FP-4FP,76,61,79,38,35,26,23,16,42,51,32,71,59,32,40,7,80,75,2,49,6,60,90,7,35,81,22
2024-02-06,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/02/2024,9FQ-13FQ-15FQ-1FQ-19FQ-18FQ-2FQ-3FQ,67,67,83,81,41,11,5,57,92,9,90,36,61,95,12,96,46,6,73,10,17,20,86,52,59,84,15
2024-02-07,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/02/2024,5FR-18FR-17FR-14FR-19FR-1FR-8FR-7FR,84,4,43,31,90,77,74,11,62,64,96,5,78,5,43,62,6,69,73,4,38,52,89,62,18,99,53
2024-02-13,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/02/2024,4FT-1FT-16FT-7FT-15FT-10FT-13FT-2FT,0,76,47,50,23,87,66,20,11,77,49,10,5,3,50,80,40,11,3,14,44,82,95,63,99,31,2
2024-02-14,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/02/2024,17FU-6FU-16FU-10FU-20FU-12FU-19FU-15FU,70,40,76,4,37,41,90,40,1,74,83,3,74,90,37,74,62,94,26,3,51,67,87,53,22,15,54
2024-02-15,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/02/2024,16FV-4FV-18FV-12FV-17FV-3FV-5FV-1FV,31,14,65,69,35,58,26,62,8,44,13,26,79,39,41,18,52,22,61,65,33,11,76,51,10,20,70
2024-02-16,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/02/2024,13FX-11FX-5FX-20FX-19FX-16FX-3FX-6FX,64,93,31,76,95,5,99,35,98,35,83,61,50,41,95,54,20,76,66,31,20,34,67,98,29,58,84
2024-02-17,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/02/2024,2FY-17FY-5FY-14FY-16FY-8FY-3FY-15FY,94,33,16,18,42,77,89,51,49,32,66,95,5,55,21,7,45,12,21,89,62,25,57,73,92,62,67
2024-02-18,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/02/2024,6FZ-2FZ-14FZ-17FZ-12FZ-19FZ-20FZ-1FZ,3,7,91,56,51,43,28,45,10,88,70,79,9,24,49,90,18,50,98,62,93,29,32,56,97,14,64
2024-02-19,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/02/2024,3GA-2GA-11GA-9GA-10GA-18GA-17GA-7GA,1,95,19,42,59,60,82,53,2,59,40,20,24,70,57,15,58,44,59,24,54,31,82,64,85,24,66
2024-02-20,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/02/2024,13GB-2GB-5GB-7GB-17GB-12GB-6GB-20GB,6,58,16,39,32,50,30,22,41,5,39,80,31,83,66,56,60,15,73,21,92,19,79,68,18,78,0
2024-02-21,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/02/2024,9GC-7GC-17GC-2GC-14GC-5GC-20GC-13GC,37,48,87,52,49,13,18,64,34,28,69,49,31,18,83,88,19,40,36,98,61,51,91,8,64,72,91
2024-02-22,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/02/2024,7GD-6GD-10GD-2GD-11GD-3GD-18GD-12GD,88,11,72,26,81,67,66,99,93,78,4,34,12,48,26,47,48,95,20,38,50,37,60,25,70,90,13
2024-02-23,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/02/2024,19GE-2GE-14GE-10GE-5GE-11GE-18GE-15GE,53,35,37,88,75,39,90,40,30,89,47,41,41,89,24,69,25,68,4,83,8,73,20,79,0,93,45
2024-02-24,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/02/2024,20GF-3GF-2GF-1GF-10GF-14GF-5GF-16GF,33,69,4,99,51,45,56,82,90,70,37,60,36,90,19,24,40,22,96,42,47,52,31,43,44,35,45
2024-02-25,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/02/2024,5GH-7GH-1GH-11GH-4GH-10GH-15GH-12GH,45,10,10,92,41,47,80,70,67,46,7,89,6,62,89,10,87,47,19,61,4,87,80,16,6,98,51
2024-02-26,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/02/2024,9GK-4GK-13GK-2GK-7GK-17GK-14GK-3GK,34,20,42,30,85,89,82,75,3,14,53,78,71,39,33,92,97,46,52,82,24,32,19,63,88,24,56
2024-02-27,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/02/2024,20GL-19GL-3GL-11GL-16GL-18GL-1GL-17GL,9,65,20,71,63,54,94,97,97,22,24,2,67,81,78,50,16,97,86,62,78,68,5,85,80,61,76
2024-02-28,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/02/2024,5GM-18GM-2GM-14GM-8GM-16GM-19GM-10GM,45,77,5,94,2,49,21,78,88,53,90,56,61,14,52,33,76,29,95,89,52,76,88,67,96,37,17
2024-02-29,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/02/2024,2GN-13GN-12GN-1GN-10GN-20GN-9GN-14GN,48,54,10,94,53,13,68,66,8,46,46,26,89,2,54,27,19,60,83,30,29,31,92,28,92,23,99
2024-03-01,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/03/2024,18GP-5GP-13GP-10GP-3GP-6GP-8GP-7GP,61,31,26,7,63,42,5,29,84,71,71,23,96,43,0,16,88,53,25,70,86,92,40,21,23,65,46
2024-03-02,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/03/2024,9GQ-10GQ-7GQ-19GQ-12GQ-13GQ-11GQ-18GQ,33,82,27,19,19,24,63,66,87,60,94,98,87,71,91,33,28,82,7,31,41,53,77,93,95,6,91
2024-03-03,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/03/2024,1GR-10GR-9GR-8GR-16GR-19GR-12GR-4GR,32,74,88,77,17,72,63,16,63,0,5,47,3,95,93,99,83,11,64,86,95,8,99,40,14,44,37
2024-03-04,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/03/2024,13GS-2GS-7GS-8GS-11GS-16GS-6GS-15GS,35,91,38,20,70,71,20,36,70,72,47,43,66,8,7,21,0,16,33,93,64,16,8,42,62,65,51
2024-03-05,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/03/2024,16GT-12GT-10GT-1GT-6GT-2GT-14GT-19GT,22,88,84,89,2,69,89,12,45,89,51,48,2,21,51,83,29,92,78,12,0,5,83,75,26,18,99
2024-03-06,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/03/2024,11GU-16GU-20GU-18GU-4GU-12GU-13GU-14GU,39,45,48,46,98,10,28,43,13,42,81,16,49,56,41,92,50,9,25,48,74,10,30,25,45,77,96
2024-03-07,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/03/2024,15GV-6GV-2GV-9GV-1GV-14GV-5GV-7GV,47,41,42,37,67,48,85,36,93,0,90,52,0,5,75,37,67,25,0,38,85,39,6,33,86,49,82
2024-03-08,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/03/2024,9GX-13GX-7GX-14GX-3GX-6GX-5GX-16GX,7,43,94,89,27,82,87,94,82,97,26,50,11,78,22,63,69,24,25,65,11,87,56,52,14,44,43
2024-03-09,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/03/2024,15GY-19GY-9GY-6GY-5GY-8GY-11GY-7GY,41,85,39,20,84,78,53,13,19,10,34,54,68,20,19,69,66,97,10,82,10,77,78,86,29,28,10
2024-03-10,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/03/2024,12GZ-6GZ-8GZ-13GZ-7GZ-20GZ-3GZ-16GZ,52,88,90,3,58,8,47,38,5,30,79,73,80,43,80,68,55,63,15,29,6,99,0,57,88,64,26
2024-03-11,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/03/2024,19HA-13HA-7HA-17HA-3HA-6HA-4HA-20HA,33,14,37,71,67,75,89,86,46,75,85,88,7,89,40,99,19,39,28,31,38,11,65,99,79,10,72
2024-03-12,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/03/2024,11HB-15HB-1HB-20HB-16HB-17HB-8HB-2HB,12,44,94,92,25,10,2,51,97,56,64,62,68,95,89,34,75,91,19,1,93,2,49,76,92,64,78
2024-03-13,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/03/2024,6HC-15HC-2HC-8HC-5HC-10HC-4HC-13HC,53,79,84,78,63,17,77,91,34,15,80,28,66,78,65,54,3,79,50,31,72,53,60,43,74,60,49
2024-03-14,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/03/2024,5HD-3HD-1HD-4HD-16HD-2HD-12HD-8HD,69,18,84,11,59,28,45,49,42,9,7,89,99,59,14,27,14,57,99,94,30,2,3,3,64,94,72
2024-03-15,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/03/2024,15HE-13HE-12HE-19HE-7HE-20HE-4HE-6HE,34,85,41,76,72,61,81,57,54,26,49,99,94,32,35,0,79,85,25,51,84,39,9,91,2,59,66
2024-03-16,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/03/2024,20HF-15HF-9HF-18HF-8HF-2HF-12HF-11HF,67,92,34,84,97,83,9,50,77,19,27,26,13,4,83,62,25,15,79,74,70,42,46,49,58,26,20
2024-03-17,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/03/2024,15HG-2HG-5HG-4HG-8HG-20HG-6HG-11HG,99,64,61,64,9,5,79,29,7,83,11,30,59,1,54,83,57,23,94,52,39,25,90,2,50,20,30
2024-03-18,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/03/2024,16HK-12HK-18HK-11HK-3HK-14HK-20HK-10HK,23,13,78,97,79,23,49,8,8,24,13,27,76,6,95,29,90,89,23,47,2,63,62,82,29,25,53
2024-03-19,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/03/2024,1HL-15HL-6HL-9HL-8HL-17HL-20HL-7HL,36,73,81,30,44,2,16,95,86,87,48,99,83,98,59,32,56,73,0,65,96,55,72,33,44,22,51
2024-03-20,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/03/2024,15HM-7HM-11HM-18HM-5HM-19HM-9HM-12HM,44,73,4,65,75,25,38,95,54,45,61,50,14,61,5,81,15,63,29,43,71,23,26,87,23,54,37
2024-03-21,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/03/2024,12HN-2HN-6HN-4HN-14HN-5HN-8HN-18HN,66,18,38,25,84,93,20,49,79,33,1,98,79,39,20,26,68,63,7,89,43,26,91,87,13,52,56
2024-03-22,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/03/2024,5HP-18HP-16HP-14HP-1HP-12HP-6HP-20HP,71,86,98,95,27,84,59,60,71,98,21,2,63,56,82,71,56,23,22,97,40,27,79,21,91,3,69
2024-03-23,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/03/2024,11HQ-16HQ-1HQ-3HQ-4HQ-18HQ-10HQ-14HQ,82,61,9,30,50,79,9,21,55,8,14,0,1,73,40,27,12,32,60,20,60,22,32,85,51,42,16
2024-03-24,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/03/2024,17HR-15HR-3HR-9HR-1HR-6HR-8HR-12HR,74,93,50,84,71,97,41,48,12,61,3,52,15,5,69,89,74,54,90,42,35,13,33,29,9,32,39
2024-03-25,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/03/2024,3HS-8HS-10HS-19HS-12HS-20HS-13HS-18HS,42,54,13,46,42,35,14,96,21,22,92,38,2,99,19,37,61,92,60,70,25,40,49,39,42,11,77
2024-03-26,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/03/2024,14HT-19HT-7HT-9HT-18HT-20HT-11HT-2HT,19,86,37,40,15,59,73,80,4,71,81,92,32,42,59,8,39,78,15,20,28,21,19,82,17,99,7
2024-03-27,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/03/2024,5HU-1HU-14HU-11HU-2HU-20HU-17HU-7HU,45,56,11,55,14,97,28,75,86,29,18,79,86,74,2,7,79,59,16,69,87,87,74,84,38,18,25
2024-03-28,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/03/2024,6HV-20HV-3HV-18HV-12HV-10HV-16HV-7HV,79,96,13,60,28,58,44,83,85,61,89,52,70,26,95,3,86,26,91,85,0,15,50,7,82,98,90
2024-03-29,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/03/2024,7HX-16HX-1HX-13HX-2HX-8HX-12HX-20HX,69,31,0,41,79,27,89,47,86,53,18,41,54,52,90,29,11,79,49,96,17,67,63,5,67,87,62
2024-03-30,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/03/2024,6HY-8HY-2HY-20HY-18HY-9HY-4HY-5HY,35,41,57,56,17,99,41,67,44,31,20,23,31,60,72,65,33,26,11,20,52,57,40,96,94,29,9
2024-03-31,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/03/2024,12HZ-15HZ-20HZ-5HZ-11HZ-4HZ-19HZ-13HZ,9,17,79,3,26,57,87,27,47,32,81,2,35,3,59,71,46,91,74,88,83,11,28,69,90,28,81
2024-04-01,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/04/2024,7KA-10KA-3KA-15KA-6KA-5KA-9KA-2KA,52,93,10,80,54,97,83,57,12,59,90,12,79,5,38,63,42,66,2,99,59,45,33,9,93,6,38
2024-04-02,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/04/2024,3KB-2KB-8KB-18KB-19KB-13KB-17KB-12KB,9,87,2,5,49,28,91,57,72,80,57,55,81,66,6,14,48,77,83,62,62,54,29,65,86,54,35
2024-04-03,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/04/2024,20KC-14KC-15KC-6KC-8KC-10KC-19KC-18KC,64,38,9,71,39,11,10,39,6,49,79,67,73,17,95,81,32,96,9,9,32,24,38,93,94,15,22
2024-04-04,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/04/2024,4KD-7KD-17KD-6KD-1KD-11KD-19KD-13KD,89,52,91,90,42,65,40,28,91,99,3,57,78,76,78,28,58,11,40,96,88,31,86,1,42,65,89
2024-04-05,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/04/2024,2KE-20KE-6KE-3KE-15KE-16KE-11KE-18KE,66,92,18,97,34,65,19,10,70,89,72,91,99,69,7,15,33,10,11,23,70,6,25,5,13,49,19
2024-04-06,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/04/2024,16KF-18KF-13KF-10KF-12KF-1KF-17KF-4KF,12,8,83,71,98,46,50,23,49,43,49,99,71,71,48,89,5,1,20,61,42,32,98,21,59,95,3
2024-04-07,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/04/2024,2KG-5KG-9KG-17KG-19KG-7KG-10KG-16KG,74,0,49,37,66,69,24,97,13,61,34,32,57,18,24,69,27,96,25,39,85,75,44,65,17,72,50
2024-04-08,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/04/2024,5KH-1KH-10KH-3KH-2KH-18KH-9KH-12KH,47,55,13,50,4,61,63,83,22,47,98,94,20,59,79,15,73,7,32,60,67,90,16,15,61,5,32
2024-04-09,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/04/2024,14KL-9KL-15KL-16KL-19KL-20KL-6KL-3KL,10,24,10,66,26,95,57,24,69,74,60,68,13,84,99,98,68,10,55,16,17,30,68,69,62,27,41
2024-04-10,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/04/2024,18KM-14KM-15KM-2KM-10KM-9KM-4KM-11KM,38,24,57,13,62,70,69,44,62,39,62,79,8,55,2,36,22,21,78,53,52,47,22,12,45,75,97
2024-04-11,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/04/2024,9KN-14KN-13KN-1KN-11KN-2KN-6KN-10KN,56,52,40,93,10,33,42,78,36,81,51,61,93,87,9,93,63,50,28,28,53,88,35,73,80,42,86
2024-04-12,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/04/2024,12KP-18KP-17KP-14KP-3KP-11KP-1KP-16KP,73,37,22,59,10,91,27,47,72,99,94,21,58,83,93,83,27,16,13,70,50,36,85,27,83,16,80
2024-04-13,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/04/2024,5KQ-15KQ-9KQ-4KQ-8KQ-1KQ-18KQ-12KQ,49,12,20,80,61,92,89,15,20,67,52,30,83,20,90,41,10,78,75,96,56,90,3,58,28,35,64
2024-04-14,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/04/2024,3KR-19KR-13KR-2KR-18KR-12KR-1KR-4KR,96,1,70,15,18,57,21,94,18,48,81,71,50,0,9,42,61,16,69,70,96,35,89,52,22,89,90
2024-04-15,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/04/2024,1KS-13KS-9KS-19KS-12KS-10KS-5KS-8KS,69,29,61,81,3,4,49,13,25,22,26,46,51,93,37,84,48,79,5,79,34,73,0,54,33,98,29
2024-04-16,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/04/2024,17KT-19KT-12KT-1KT-13KT-14KT-2KT-8KT,50,71,10,53,42,72,81,33,16,24,87,17,61,65,52,69,82,10,4,63,66,86,16,12,51,91,18
2024-04-17,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/04/2024,5KU-12KU-16KU-11KU-13KU-18KU-15KU-7KU,89,74,89,77,60,50,54,6,41,69,41,29,3,40,74,71,18,0,33,34,17,28,92,47,40,90,27
2024-04-18,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/04/2024,1KV-6KV-14KV-18KV-2KV-5KV-19KV-4KV,4,51,9,5,15,26,44,57,46,61,80,73,16,36,43,41,84,98,77,96,91,46,54,69,52,95,37
2024-04-19,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/04/2024,9KX-16KX-4KX-12KX-6KX-2KX-8KX-19KX,92,38,74,19,58,71,24,14,59,43,70,10,92,56,57,45,57,19,32,16,22,6,49,71,26,85,23
2024-04-20,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/04/2024,3KY-7KY-4KY-8KY-5KY-14KY-9KY-17KY,79,22,33,95,54,29,79,17,63,22,86,63,85,20,51,89,92,90,48,57,99,89,90,5,60,99,33
2024-04-21,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/04/2024,16KZ-19KZ-9KZ-20KZ-18KZ-12KZ-1KZ-2KZ,80,86,77,80,92,25,59,32,30,15,43,84,75,36,26,22,3,62,9,70,91,92,71,11,59,91,39
2024-04-22,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/04/2024,9LA-12LA-6LA-13LA-14LA-20LA-17LA-10LA,25,14,0,69,22,6,23,84,63,85,62,93,51,95,56,43,21,8,53,31,69,95,36,82,93,79,37
2024-04-23,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/04/2024,16LB-14LB-3LB-9LB-8LB-7LB-10LB-4LB,81,28,68,26,97,41,77,91,22,18,90,94,38,1,16,71,7,6,92,52,15,66,92,33,16,8,17
2024-04-24,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/04/2024,8LC-13LC-3LC-14LC-18LC-1LC-12LC-2LC,52,65,57,69,44,58,61,54,26,60,41,28,10,54,82,22,64,93,53,24,82,67,1,82,60,50,47
2024-04-25,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/04/2024,2LD-18LD-12LD-17LD-11LD-8LD-20LD-7LD,94,13,30,3,76,50,22,64,90,62,77,36,98,88,81,23,78,0,30,57,95,65,77,8,62,71,60
2024-04-26,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/04/2024,11LE-10LE-12LE-6LE-16LE-19LE-4LE-1LE,20,35,10,85,18,82,74,77,92,2,12,59,64,67,30,57,78,92,79,49,51,77,60,19,93,77,37
2024-04-27,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/04/2024,6LF-19LF-5LF-18LF-2LF-8LF-10LF-16LF,42,27,49,21,18,60,16,91,70,66,43,48,56,2,11,97,47,99,71,57,80,30,19,93,89,25,35
2024-04-28,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/04/2024,14LG-17LG-4LG-16LG-6LG-9LG-5LG-20LG,96,57,46,92,60,75,25,66,27,49,45,72,61,40,73,55,71,35,25,86,1,74,75,79,73,2,95
2024-04-29,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/04/2024,12LH-10LH-9LH-16LH-14LH-5LH-15LH-8LH,77,91,74,76,75,48,2,45,40,28,37,89,42,12,18,4,32,64,59,21,60,30,3,8,61,3,82
2024-04-30,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/04/2024,2LK-8LK-4LK-10LK-1LK-20LK-17LK-12LK,24,86,81,12,11,87,82,92,0,23,10,66,52,83,42,35,65,2,54,53,64,11,19,47,59,54,28
2024-05-01,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/05/2024,2LM-4LM-11LM-12LM-1LM-15LM-18LM-20LM,31,92,30,89,76,39,46,89,5,43,18,7,35,66,32,33,98,63,27,82,76,52,77,95,61,60,97
2024-05-02,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/05/2024,1LN-4LN-2LN-20LN-15LN-6LN-5LN-14LN,67,24,63,25,94,49,34,36,18,21,65,90,40,99,29,91,32,99,1,23,37,65,72,39,63,74,20
2024-05-03,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/05/2024,1LP-7LP-14LP-10LP-5LP-13LP-18LP-11LP,57,13,95,0,69,21,31,77,46,99,85,78,82,86,11,78,18,0,82,33,45,77,83,57,98,89,43
2024-05-04,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/05/2024,4LQ-10LQ-17LQ-2LQ-11LQ-19LQ-18LQ-14LQ,69,58,3,90,69,72,17,10,25,20,61,62,33,19,74,30,75,67,77,92,50,95,45,12,28,32,55
2024-05-05,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/05/2024,12LR-14LR-3LR-16LR-20LR-10LR-2LR-11LR,83,73,67,96,20,68,54,45,83,27,27,52,36,5,95,82,95,73,15,78,89,93,30,67,22,52,63
2024-05-06,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/05/2024,1LS-4LS-18LS-11LS-19LS-9LS-20LS-17LS,61,41,44,84,69,32,82,58,75,96,56,1,11,93,0,34,56,24,81,3,22,97,71,45,32,98,67
