date,thu,tinh,ngay_text,ky_hieu,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2023-10-17,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/10/2023,14AG-17AG-19AG-10AG-1AG-15AG-20AG-8AG,76,17,95,94,64,37,94,56,80,78,76,25,88,30,93,71,3,83,47,67,7,10,47,67,6,7,91
2023-10-18,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/10/2023,11AH-19AH-17AH-4AH-6AH-7AH-1AH-5AH,0,27,9,78,17,8,28,52,44,91,74,22,73,4,49,0,48,98,77,35,88,49,72,56,39,42,29
2023-10-19,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/10/2023,13AK-12AK-18AK-17AK-8AK-14AK-15AK-1AK,5,59,99,3,20,27,84,85,11,48,8,4,81,86,73,67,12,95,26,72,24,85,36,46,6,62,42
2023-10-20,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/10/2023,16AL-12AL-14AL-1AL-9AL-15AL-5AL-17AL,88,38,68,38,37,16,59,51,30,22,60,3,82,40,86,38,80,89,70,41,15,13,2,41,60,43,79
2023-10-21,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/10/2023,2AM-6AM-18AM-7AM-16AM-12AM-20AM-5AM,49,88,65,67,24,3,82,40,17,43,76,2,65,15,76,87,93,33,18,6,10,55,27,84,94,54,56
2023-10-22,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/10/2023,5AN-11AN-1AN-2AN-4AN-9AN-10AN-18AN,18,17,69,27,14,36,40,88,75,32,33,79,10,79,76,54,93,30,21,83,40,82,96,92,25,24,11
2023-10-23,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/10/2023,8AP-17AP-18AP-11AP-19AP-14AP-12AP-6AP,44,10,27,25,91,83,91,2,16,49,36,4,60,46,8,17,61,0,19,62,44,90,41,88,11,81,35
2023-10-24,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/10/2023,9AQ-8AQ-14AQ-6AQ-4AQ-16AQ-3AQ-10AQ,88,62,32,65,98,73,43,83,18,51,59,57,18,45,55,87,22,76,40,29,8,26,22,9,29,59,16
2023-10-25,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/10/2023,19AR-8AR-20AR-7AR-12AR-9AR-10AR-6AR,80,42,47,83,20,46,18,49,52,42,79,49,74,93,16,52,93,54,32,19,85,53,36,62,73,71,49
2023-10-26,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/10/2023,19AS-5AS-15AS-7AS-6AS-1AS-18AS-17AS,88,79,33,49,54,76,52,72,27,72,76,38,84,11,6,10,81,68,19,6,23,82,0,94,0,43,95
2023-10-27,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/10/2023,13AT-15AT-10AT-11AT-4AT-8AT-7AT-16AT,36,11,8,23,82,50,73,9,67,98,7,72,95,48,55,41,90,98,13,7,13,20,60,2,14,49,41
2023-10-28,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/10/2023,13AU-14AU-1AU-19AU-16AU-20AU-10AU-8AU,57,58,73,72,55,56,69,98,14,8,89,25,37,77,98,77,65,77,28,59,98,63,8,93,74,83,97
2023-10-29,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/10/2023,3AV-18AV-20AV-9AV-6AV-17AV-7AV-13AV,50,68,96,43,75,24,12,84,54,40,98,48,27,97,98,61,74,22,67,74,21,97,93,20,26,73,53
2023-10-30,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/10/2023,19AX-1AX-8AX-6AX-10AX-7AX-15AX-18AX,84,49,43,56,83,19,3,74,45,81,3,83,18,75,86,1,53,87,44,99,1,23,9,36,22,50,83
2023-10-31,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/10/2023,4AY-14AY-13AY-12AY-1AY-3AY-10AY-2AY,67,82,63,65,14,7,97,72,53,12,94,41,25,54,72,13,11,22,99,76,40,9,36,6,8,98,70
2023-11-01,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/11/2023,11AZ-14AZ-9AZ-19AZ-12AZ-7AZ-15AZ-2AZ,36,65,43,65,91,99,97,94,77,86,20,49,39,65,53,24,0,30,89,61,98,55,5,48,16,35,43
2023-11-02,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/11/2023,12BA-13BA-8BA-11BA-14BA-9BA-18BA-7BA,27,27,83,29,79,52,46,45,90,22,6,11,21,26,68,40,78,35,25,77,76,83,85,14,12,69,84
2023-11-03,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/11/2023,2BC-15BC-13BC-18BC-19BC-1BC-9BC-6BC,61,44,25,30,31,88,92,93,36,35,61,43,56,53,10,8,79,36,39,52,32,55,50,87,62,24,69
2023-11-04,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/11/2023,6BD-11BD-3BD-2BD-14BD-12BD-7BD-16BD,58,87,99,1,6,77,51,55,86,78,85,85,29,75,75,20,58,80,4,35,7,29,44,71,72,28,8
2023-11-05,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/11/2023,5BE-14BE-19BE-18BE-11BE-13BE-10BE-16BE,84,72,47,90,83,45,82,82,64,82,52,2,70,77,28,96,15,83,29,45,98,85,57,2,44,33,77
2023-11-06,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/11/2023,1BF-18BF-19BF-8BF-7BF-6BF-9BF-12BF,84,95,38,66,41,96,69,7,91,12,22,46,59,19,94,44,48,99,14,38,14,5,30,1,82,52,88
2023-11-07,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/11/2023,10BG-9BG-2BG-16BG-6BG-15BG-3BG-13BG,49,13,48,58,72,26,71,18,43,42,87,5,24,96,70,10,28,4,93,77,45,13,73,27,90,24,3
2023-11-08,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/11/2023,2BH-8BH-1BH-18BH-15BH-17BH-6BH-20BH,26,88,91,60,69,40,4,10,27,67,13,52,79,70,29,20,24,23,89,56,71,33,89,93,82,15,95
2023-11-09,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/11/2023,17BK-13BK-14BK-3BK-20BK-12BK-19BK-9BK,62,61,57,61,43,9,9,47,62,97,45,49,37,50,15,96,92,54,15,8,44,49,40,22,44,97,9
2023-11-10,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/11/2023,2BL-7BL-1BL-13BL-6BL-15BL-9BL-4BL,70,17,17,83,64,8,74,40,62,97,48,76,92,74,57,87,44,41,81,73,78,28,43,2,10,21,35
2023-11-11,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/11/2023,10BM-2BM-8BM-13BM-7BM-19BM-20BM-1BM,91,66,37,60,13,82,24,55,94,47,66,80,46,35,41,24,37,96,70,17,33,57,77,54,60,31,99
2023-11-12,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/11/2023,20BN-15BN-6BN-1BN-2BN-18BN-17BN-8BN,75,16,69,27,30,64,87,4,36,35,31,62,10,97,19,90,11,58,74,53,90,42,79,29,3,5,28
2023-11-13,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/11/2023,13BP-6BP-17BP-3BP-14BP-7BP-1BP-5BP,12,67,6,10,90,48,94,95,76,5,46,64,72,19,78,99,93,44,49,30,3,19,68,31,11,43,35
2023-11-14,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/11/2023,10BQ-2BQ-1BQ-11BQ-20BQ-6BQ-15BQ-3BQ,0,97,92,48,0,52,10,39,49,55,75,98,69,7,87,98,98,2,43,14,66,14,53,36,97,41,57
2023-11-15,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/11/2023,16BR-12BR-9BR-10BR-14BR-7BR-18BR-20BR,59,85,30,15,98,71,18,55,71,48,23,47,83,96,96,54,52,79,43,71,74,7,24,56,62,32,72
2023-11-16,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/11/2023,12BS-17BS-11BS-9BS-8BS-15BS-5BS-14BS,69,77,83,10,19,79,29,96,63,80,36,65,64,9,56,73,79,15,25,36,59,44,4,36,20,73,21
2023-11-17,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/11/2023,4BT-2BT-10BT-16BT-13BT-12BT-15BT-3BT,10,30,48,52,96,91,45,95,46,92,79,44,1,47,82,35,26,17,81,62,66,4,57,38,44,68,52
2023-11-18,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/11/2023,6BU-15BU-12BU-3BU-20BU-17BU-7BU-9BU,71,55,58,26,68,89,3,13,96,59,12,73,52,97,70,34,49,14,41,94,58,62,12,84,59,90,82
2023-11-19,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/11/2023,4BV-3BV-14BV-11BV-12BV-9BV-18BV-2BV,29,33,98,97,31,38,94,23,94,32,43,54,83,97,36,89,23,24,33,92,62,66,80,28,19,90,64
2023-11-20,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/11/2023,16BX-14BX-15BX-12BX-19BX-7BX-17BX-6BX,71,1,82,21,81,32,18,91,25,50,86,28,5,93,82,99,34,89,60,36,60,49,69,92,67,88,72
2023-11-21,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/11/2023,14BY-18BY-5BY-7BY-17BY-3BY-12BY-11BY,48,70,63,32,23,27,13,75,7,45,13,99,46,89,1,85,29,45,42,79,26,13,65,55,66,29,16
2023-11-22,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/11/2023,7BZ-1BZ-10BZ-2BZ-3BZ-16BZ-4BZ-6BZ,70,98,26,11,2,62,64,72,61,28,48,98,0,70,8,73,56,50,22,86,95,32,18,53,6,14,52
2023-11-23,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/11/2023,6CA-2CA-12CA-16CA-8CA-11CA-18CA-3CA,99,45,14,63,66,75,12,63,12,21,56,73,31,68,56,29,97,58,24,77,68,73,51,1,62,16,10
2023-11-24,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/11/2023,2CB-19CB-4CB-6CB-8CB-18CB-1CB-16CB,52,44,36,20,60,74,53,86,3,91,63,32,58,80,64,62,11,3,72,10,27,90,76,81,9,40,61
2023-11-25,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/11/2023,5CD-14CD-1CD-11CD-18CD-20CD-15CD-9CD,16,24,53,97,10,65,68,50,7,91,8,91,18,15,69,6,60,4,79,12,33,31,14,44,73,63,26
2023-11-26,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/11/2023,14CE-13CE-3CE-16CE-4CE-7CE-8CE-11CE,73,12,82,99,43,82,52,17,52,60,23,2,96,68,88,45,53,57,43,67,6,99,86,20,53,7,84
2023-11-27,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/11/2023,12CF-16CF-2CF-18CF-5CF-20CF-11CF-8CF,57,3,0,54,91,70,59,47,81,18,37,78,59,59,27,72,79,3,36,46,92,0,37,77,10,86,17
2023-11-28,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/11/2023,17CG-8CG-11CG-18CG-4CG-5CG-15CG-19CG,13,10,48,7,83,12,6,83,32,15,3,99,18,70,36,1,28,71,9,30,82,9,2,1,54,99,39
2023-11-29,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/11/2023,17CH-13CH-10CH-2CH-15CH-6CH-18CH-11CH,41,83,10,53,59,42,45,89,50,83,65,65,33,70,38,80,73,39,88,8,78,18,17,5,90,42,87
2023-11-30,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/11/2023,2CK-4CK-6CK-17CK-20CK-19CK-11CK-15CK,26,79,55,58,47,26,86,87,32,16,29,19,5,2,36,81,99,44,7,84,91,98,13,73,7,13,43
2023-12-01,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/12/2023,4CL-16CL-1CL-6CL-15CL-12CL-19CL-17CL,1,82,30,74,87,17,64,41,84,1,20,62,0,18,18,25,10,49,94,79,74,87,42,28,43,32,42
2023-12-02,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/12/2023,18CM-11CM-17CM-6CM-14CM-1CM-8CM-3CM,85,36,33,54,35,22,4,26,65,19,55,61,12,77,72,65,23,78,30,4,27,37,52,85,25,7,17
2023-12-03,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/12/2023,16CN-9CN-5CN-11CN-4CN-6CN-2CN-15CN,16,61,20,55,88,91,80,30,21,63,20,47,28,39,37,30,96,37,74,34,63,64,16,13,7,17,19
2023-12-04,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/12/2023,10CP-17CP-8CP-18CP-6CP-14CP-13CP-5CP,94,75,33,36,48,31,31,59,47,22,12,54,46,46,37,20,16,5,18,21,8,54,92,25,23,55,19
2023-12-05,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/12/2023,5CQ-17CQ-10CQ-19CQ-16CQ-2CQ-15CQ-12CQ,21,40,31,75,73,44,36,0,41,75,31,51,81,62,38,78,84,66,57,76,6,59,99,66,61,51,7
2023-12-06,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/12/2023,13CR-14CR-9CR-3CR-7CR-12CR-15CR-19CR,78,92,19,60,37,27,80,89,44,27,88,0,89,62,11,61,17,45,8,27,58,12,13,8,11,61,34
2023-12-07,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/12/2023,20CS-7CS-4CS-8CS-9CS-2CS-10CS-17CS,27,60,17,17,40,73,41,96,91,46,25,78,69,48,14,73,47,51,13,99,68,58,29,44,24,37,61
2023-12-08,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/12/2023,10CT-14CT-20CT-2CT-13CT-12CT-17CT-1CT,23,86,85,73,84,97,86,6,75,62,94,5,71,63,27,86,5,6,7,15,6,81,99,6,39,93,97
2023-12-09,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/12/2023,20CU-19CU-11CU-6CU-13CU-2CU-10CU-9CU,57,41,96,34,33,47,51,25,85,1,92,21,13,12,94,96,98,79,89,87,99,53,22,52,24,0,4
2023-12-10,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/12/2023,9CV-8CV-7CV-14CV-2CV-12CV-19CV-16CV,60,63,70,73,52,72,91,37,13,55,73,12,63,88,18,92,58,18,4,69,63,77,86,95,45,8,63
2023-12-11,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/12/2023,11CX-5CX-7CX-3CX-15CX-19CX-6CX-20CX,38,75,46,34,56,81,82,61,1,79,18,81,15,13,28,37,7,32,79,42,29,66,38,85,12,33,48
2023-12-12,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/12/2023,20CY-8CY-13CY-16CY-15CY-19CY-5CY-12CY,70,67,28,48,28,51,98,41,15,74,11,24,21,7,58,46,28,93,17,18,54,45,97,63,29,28,51
2023-12-13,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/12/2023,19CZ-1CZ-17CZ-12CZ-16CZ-11CZ-15CZ-3CZ,6,36,14,10,0,41,53,3,59,46,44,42,15,46,92,75,46,85,52,7,46,56,14,55,83,76,44
2023-12-14,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/12/2023,18DA-10DA-13DA-3DA-16DA-19DA-6DA-20DA,45,17,44,47,20,3,51,84,77,95,6,61,36,74,84,85,3,65,75,6,64,82,20,15,86,76,49
2023-12-15,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/12/2023,5DB-7DB-18DB-12DB-4DB-13DB-9DB-11DB,4,35,33,94,73,4,16,64,9,33,6,47,72,63,60,12,32,73,9,6,33,94,76,56,13,20,39
2023-12-16,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/12/2023,17DC-20DC-4DC-11DC-6DC-8DC-9DC-19DC,25,34,79,88,16,33,90,14,5,6,25,56,94,69,89,71,86,71,94,9,78,96,81,89,67,42,62
2023-12-17,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/12/2023,18DE-10DE-20DE-16DE-4DE-8DE-13DE-1DE,57,88,65,55,58,70,63,66,92,98,66,57,20,32,32,99,4,62,68,49,47,30,24,90,59,43,61
2023-12-18,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/12/2023,11DF-5DF-6DF-2DF-14DF-10DF-9DF-4DF,32,55,94,55,43,51,29,84,66,89,90,7,10,77,48,4,14,67,59,37,58,60,19,88,89,65,94
2023-12-19,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/12/2023,4DG-15DG-14DG-5DG-2DG-1DG-11DG-3DG,77,88,6,8,5,82,1,47,1,66,19,61,62,14,2,18,39,4,79,70,8,32,93,40,82,90,57
2023-12-20,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/12/2023,7DH-5DH-11DH-14DH-10DH-4DH-9DH-16DH,78,76,87,30,23,99,35,55,95,10,10,77,90,36,41,63,89,47,79,95,19,82,93,13,21,90,50
2023-12-21,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/12/2023,7DK-8DK-12DK-10DK-20DK-1DK-15DK-2DK,85,23,93,90,46,83,90,0,61,86,9,80,97,87,87,17,90,26,79,66,3,75,49,83,21,41,81
2023-12-22,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/12/2023,7DL-19DL-18DL-2DL-11DL-20DL-3DL-15DL,11,64,12,23,62,90,16,16,91,59,18,20,76,82,32,60,35,79,51,28,39,99,78,14,68,52,92
2023-12-23,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/12/2023,2DM-17DM-10DM-20DM-18DM-14DM-6DM-15DM,16,32,64,75,41,8,49,34,32,27,47,80,87,72,95,32,95,44,6,89,33,36,63,20,62,10,44
2023-12-24,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/12/2023,15DN-18DN-14DN-7DN-8DN-12DN-3DN-2DN,43,16,82,38,47,19,65,43,78,46,54,36,83,12,20,81,28,62,4,48,98,94,95,65,92,44,57
2023-12-25,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/12/2023,20DP-14DP-3DP-12DP-18DP-2DP-5DP-7DP,25,51,59,61,62,87,54,51,5,11,81,88,40,53,67,20,63,84,19,47,62,62,34,40,61,88,84
2023-12-26,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/12/2023,2DQ-3DQ-20DQ-12DQ-7DQ-14DQ-4DQ-18DQ,36,26,42,17,3,16,17,29,52,24,96,49,98,56,20,73,25,41,75,44,16,72,85,29,81,31,30
2023-12-27,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/12/2023,16DR-5DR-3DR-13DR-7DR-12DR-4DR-18DR,17,91,24,40,24,19,48,69,32,36,27,40,90,17,21,48,17,10,18,45,66,98,42,45,28,63,44
2023-12-28,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/12/2023,7DS-18DS-10DS-17DS-16DS-2DS-3DS-12DS,31,1,72,82,68,83,38,66,38,11,23,93,79,63,51,25,11,14,25,54,35,20,11,12,39,52,71
2023-12-29,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/12/2023,17DT-7DT-5DT-11DT-20DT-9DT-8DT-2DT,20,8,43,24,87,7,60,21,16,94,86,74,50,40,59,1,21,86,38,43,47,56,45,95,93,85,84
2023-12-30,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/12/2023,20DU-19DU-5DU-7DU-11DU-17DU-18DU-3DU,80,70,8,45,19,44,83,53,10,80,76,98,68,89,64,26,65,69,3,41,63,23,37,38,64,82,43
2023-12-31,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/12/2023,18DV-9DV-1DV-14DV-7DV-6DV-17DV-11DV,58,89,52,67,5,0,38,36,68,17,77,31,86,36,48,43,9,65,89,95,92,86,65,42,82,2,43
2024-01-01,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/01/2024,14DX-20DX-18DX-9DX-13DX-1DX-16DX-17DX,32,72,70,41,88,97,22,80,46,98,67,86,34,73,51,6,84,31,65,65,55,66,53,53,73,45,79
2024-01-02,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/01/2024,16DY-12DY-9DY-20DY-11DY-14DY-10DY-13DY,56,30,35,21,1,48,23,75,69,4,5,39,98,20,8,22,48,4,73,0,87,50,83,35,44,10,59
2024-01-03,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/01/2024,7DZ-17DZ-5DZ-13DZ-15DZ-12DZ-18DZ-14DZ,95,83,25,31,44,36,35,19,62,66,75,34,69,10,98,32,34,42,72,18,20,45,48,61,14,85,25
2024-01-04,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/01/2024,16EA-15EA-6EA-14EA-19EA-12EA-18EA-11EA,40,74,18,65,94,63,49,96,62,64,61,34,67,27,13,20,30,72,71,73,78,47,28,62,12,36,2
2024-01-05,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/01/2024,3EB-8EB-4EB-13EB-12EB-11EB-20EB-17EB,67,15,63,59,69,4,69,4,47,58,67,17,52,53,1,26,61,50,93,32,11,37,41,96,63,69,45
2024-01-06,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/01/2024,1EC-12EC-16EC-9EC-14EC-13EC-5EC-2EC,94,69,4,14,12,96,97,65,6,31,24,26,75,81,81,17,3,24,36,36,28,87,12,74,96,58,3
2024-01-07,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/01/2024,19ED-12ED-7ED-20ED-3ED-13ED-18ED-16ED,18,3,1,2,69,13,41,89,98,19,65,99,5,68,79,71,2,42,12,8,15,3,61,85,67,75,12
2024-01-08,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/01/2024,3EF-1EF-11EF-13EF-4EF-15EF-8EF-7EF,89,95,98,32,2,68,39,13,64,87,75,88,75,21,23,30,54,61,31,53,21,56,91,19,77,78,40
2024-01-09,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/01/2024,6EG-12EG-8EG-11EG-7EG-13EG-18EG-14EG,77,21,59,2,83,49,61,29,71,82,60,70,54,53,43,62,75,23,55,83,87,75,70,77,68,8,91
2024-01-10,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/01/2024,18EH-1EH-4EH-3EH-5EH-7EH-9EH-16EH,32,59,7,9,64,54,40,67,37,90,91,55,82,33,14,79,64,18,1,32,5,27,43,95,84,83,53
2024-01-11,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/01/2024,2EK-13EK-10EK-17EK-12EK-14EK-11EK-16EK,85,85,65,97,45,13,75,91,9,93,47,21,43,81,22,78,31,90,87,49,85,47,11,82,23,28,84
2024-01-12,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/01/2024,4EL-5EL-12EL-2EL-10EL-3EL-8EL-7EL,13,86,0,81,16,0,58,77,25,15,72,10,55,56,75,65,83,84,33,96,6,0,47,2,93,53,59
2024-01-13,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/01/2024,12EM-1EM-13EM-17EM-11EM-9EM-18EM-20EM,86,4,15,58,87,31,69,95,91,72,15,90,13,43,17,15,29,32,44,97,90,75,86,17,99,63,85
2024-01-14,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/01/2024,18EN-12EN-14EN-11EN-6EN-5EN-19EN-16EN,38,3,27,18,12,81,75,84,14,59,41,36,47,99,76,16,34,18,25,57,15,13,3,71,91,34,85
2024-01-15,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/01/2024,16EP-11EP-5EP-15EP-17EP-9EP-14EP-10EP,61,95,21,37,42,20,15,39,75,37,26,44,55,97,45,73,74,35,93,47,34,67,64,94,59,67,21
2024-01-16,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/01/2024,19EQ-12EQ-4EQ-1EQ-3EQ-5EQ-2EQ-8EQ,39,3,28,93,15,42,9,9,23,71,63,7,81,41,1,55,93,92,2,92,36,15,43,90,79,37,58
2024-01-17,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/01/2024,1ER-3ER-5ER-10ER-2ER-15ER-20ER-7ER,53,27,37,19,94,84,87,80,43,9,30,91,15,67,17,52,70,51,26,44,16,33,76,3,35,11,50
2024-01-18,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/01/2024,12ES-11ES-5ES-14ES-1ES-8ES-19ES-16ES,98,78,14,59,86,76,43,90,25,64,17,36,47,84,98,10,99,49,0,98,33,71,14,77,23,11,48
2024-01-19,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/01/2024,8ET-19ET-1ET-9ET-4ET-5ET-11ET-13ET,9,45,35,32,46,34,21,50,26,74,82,38,31,87,33,93,35,11,55,86,75,81,24,17,69,88,61
2024-01-20,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/01/2024,6EU-8EU-7EU-4EU-5EU-11EU-2EU-20EU,64,65,16,26,0,11,68,90,38,26,39,39,47,0,44,30,77,59,15,53,52,29,10,77,93,39,13
2024-01-21,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/01/2024,17EV-14EV-9EV-7EV-6EV-18EV-10EV-3EV,19,20,17,86,64,35,19,59,56,14,49,27,28,16,79,41,37,21,11,32,65,42,34,28,76,18,13
2024-01-22,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/01/2024,9EX-16EX-19EX-6EX-1EX-12EX-18EX-3EX,10,18,63,29,44,81,14,35,36,88,47,33,82,23,79,63,86,91,74,56,52,34,20,60,13,65,17
2024-01-23,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/01/2024,15EY-12EY-14EY-5EY-8EY-16EY-2EY-17EY,41,66,21,52,45,16,17,17,12,45,91,75,11,82,97,46,6,75,98,25,22,68,49,74,0,49,11
